,14,15,16,17,18,19,20,21,22,23,24,25,president
alameda,0.6070749990897678,0.6491670299763519,0.5895933552610433,0.739426674625475,0.5980328798035793,0.5775560681280909,0.29490206935115376,0.5014670281395343,0.45081169826306433,0.4436197818323065,0.5796095792065099,0.568794409046936,0.8192739045744942
alpine,0.574438202247191,0.5586592178770949,0.4779516358463727,0.6444444444444445,0.47067039106145253,0.5815602836879432,0.2796005706134094,0.4488078541374474,0.43892045454545453,0.48079658605974396,0.4131054131054131,0.5507868383404864,0.6652601969057665
amador,0.33675621160722474,0.25826343232827026,0.1866941959164946,0.3452073419442556,0.21427279305354557,0.37364620938628157,0.4719017836460505,0.21304528075913215,0.6722577087450026,0.2120501861298773,0.4141199315733506,0.27973363136816615,0.375046006624954
butte,0.42803361482837715,0.37950964287887085,0.2974834246772174,0.47625609175371586,0.32874330199170965,0.4671277765103594,0.43797263513863965,0.3148733037725949,0.6316921312415517,0.2915876157561711,0.4750417613430033,0.3618883119855994,0.5094565329483345
calaveras,0.35200646377592243,0.269327251995439,0.19861431870669746,0.36933956883768676,0.2173600333118825,0.39873809708136565,0.4591483569900836,0.20988416988416989,0.6716141717105517,0.20814774996160343,0.4157839599580957,0.2906331275959784,0.37674116026327875
colusa,0.36661486661486664,0.2995639907668633,0.23719536035448976,0.360138960370561,0.23385129061255938,0.4198981590285938,0.48380355276907,0.23025123025123026,0.6795087265675501,0.2584182686105019,0.43503937007874016,0.27825062197197853,0.4147947327652982
contra-costa,0.563470354192795,0.5463854424850405,0.4746597298099118,0.6475928187087948,0.4851324856351654,0.5755168869443409,0.35104254094845755,0.4072994726616708,0.5380926730978147,0.37457846479155654,0.5990719681400086,0.508080446804413,0.7328183481884436
del-norte,0.35882036572248116,0.35716183895827797,0.23971745350500714,0.4125886524822695,0.2745583038869258,0.4033659066232356,0.49968276987220156,0.26895552133345413,0.58004158004158,0.3405463889640249,0.4676122504291264,0.31047653692251725,0.4198376916140667
el-dorado,0.3820719079152038,0.3135796419132961,0.2344002414301184,0.4095113675221169,0.2727899287228567,0.41720322112021807,0.45764810062529365,0.24234164998570204,0.6738510470064588,0.25417636618235984,0.4504264296615495,0.3226033643644638,0.45516283922997336
fresno,0.46718448819909475,0.4087028452369525,0.3336039285857206,0.4665796551178611,0.330677538122981,0.4919790262864003,0.5021600297815729,0.30334702893243,0.6535272657013615,0.3302125722091005,0.5271756983385105,0.33106896332989255,0.539628331174665
glenn,0.324319266398428,0.2500232104725652,0.19589183077357958,0.3299373773249836,0.2007282233218187,0.37441838381920045,0.5160465776767964,0.19361781770540895,0.6995696107784432,0.21936148300720906,0.4268120710726709,0.23139556902101874,0.35757802980597997
humboldt,0.48846491870514136,0.5407370087807687,0.4195824703531956,0.6277279024162064,0.4681249100590013,0.5010338970533934,0.3253835890593729,0.418341363328265,0.4567248563614002,0.3895078580388106,0.5221406319537161,0.48073537315369075,0.6813697780857387
imperial,0.5570420969665124,0.5070811882774784,0.4184513336973447,0.5257350724521173,0.3869024914175584,0.5404563681885725,0.4472658628668859,0.35966512608448875,0.579692320100006,0.4520453903000444,0.6094476360609813,0.3844705111670659,0.6350404638241334
inyo,0.40812082740505634,0.39343733189887037,0.3061358416274746,0.46273960801206115,0.31589126463951867,0.4365994236311239,0.4108621260624793,0.3120738948757423,0.5834520547945206,0.26770878880629645,0.46127575190040765,0.36616300871291496,0.5006497725795972
kern,0.41862236739504616,0.34685650874462437,0.2775059420626553,0.40451150252000556,0.28324557611491824,0.42557689744965765,0.5005927064773837,0.2602707424516876,0.6756949191159718,0.2797716150081566,0.48151660470212115,0.2923395115742582,0.4499461748112518
kings,0.38912590294274496,0.33721603241209663,0.25783828382838286,0.37765020863986104,0.25897652016857314,0.43015900153872455,0.560843227526048,0.24445358430309921,0.6774568152126579,0.2920452080873316,0.45920665165425256,0.27104936740262964,0.4334930803462272
lake,0.5014817558807186,0.47004945960798683,0.3808684357023567,0.5557494489346069,0.38049853372434017,0.5876623376623377,0.390403286034354,0.3806918297319855,0.5489559164733179,0.33394970414201186,0.5574906367041198,0.48354005408934064,0.6347769877181642
lassen,0.24617391304347827,0.2123825127188066,0.12561018131101814,0.25081797830204927,0.14342354766419582,0.32075637642919963,0.6062035823503713,0.16212925110898496,0.6981132075471698,0.21441017598884823,0.3638191833522777,0.18616789908655937,0.23958513396715644
los-angeles,0.5314318892268487,0.5350998045796452,0.5098216498661435,0.6554030102299438,0.5176591428170416,0.5008098950061706,0.34460780787065803,0.4964554333253205,0.5532225931609186,0.41145670838710285,0.5980135238947126,0.45253487425833366,0.7260504209810645
madera,0.3851305707282237,0.31893491124260354,0.252674801920074,0.3854081341080103,0.25928533373924956,0.4187545299614096,0.5394459994209053,0.24779406122918746,0.6806048449313378,0.27981332921937674,0.45386606465173307,0.2703582427006588,0.4397540430617398
marin,0.5713420634319885,0.6149677245831092,0.5574802824462155,0.7456096674785698,0.5803078927192667,0.5508586252337158,0.2601568468045442,0.4138286109191431,0.4665837439601971,0.35363651516835204,0.53206621020485,0.614402408765229,0.840653396079889
mariposa,0.34374070770145704,0.3068638010378929,0.23157162726008346,0.3969315499606609,0.25530451866404713,0.39491083951112,0.47711762344439984,0.2374401913875598,0.6374688589935227,0.2424634364739827,0.40610916374561845,0.29811852299024044,0.4072524407252441
mendocino,0.5636222021808641,0.5591224391030811,0.48332170844787264,0.6625898118995721,0.5090095537549885,0.58222533240028,0.29252914091342763,0.4660773026315789,0.44837794498581474,0.3874534212358216,0.5679541013594978,0.5686355557392634,0.7435709932967702
